kind,width,height,depth,num_filled,time
list,95,95,2,208,1.048882246017456
list,95,95,2,217,1.0997939109802246
list,95,95,2,226,1.1379969120025635
list,95,95,2,263,1.3210911750793457
list,95,95,2,322,1.65574312210083
list,95,95,2,334,1.6573512554168701
list,95,95,2,325,1.6273179054260254
list,95,95,2,245,1.2231249809265137
list,95,95,2,196,0.9853839874267578
list,95,95,2,207,1.0423612594604492
list,95,95,2,386,1.9428889751434326
list,95,95,2,136,0.6745200157165527
list,95,95,2,236,1.198667049407959
list,95,95,2,226,1.1404900550842285
list,95,95,2,282,1.3980920314788818
list,95,95,2,287,1.418074131011963
list,95,95,2,195,0.9833102226257324
list,95,95,2,226,1.1399481296539307
list,95,95,2,338,1.6863491535186768
list,95,95,2,196,0.9823381900787354
list,95,95,2,239,1.200718879699707
list,95,95,2,121,0.6258740425109863
list,95,95,2,361,1.7764060497283936
list,95,95,2,343,1.6959941387176514
list,95,95,2,189,0.9580709934234619
list,95,95,2,302,1.6026160717010498
list,95,95,2,336,1.712510108947754
list,95,95,2,254,1.2582569122314453
list,95,95,2,282,1.3989651203155518
list,95,95,2,430,2.1572530269622803
list,95,95,2,261,1.2891178131103516
list,95,95,2,519,2.592571973800659
list,95,95,2,223,1.1097149848937988
list,95,95,2,181,0.904350996017456
list,95,95,2,217,1.0786769390106201
list,95,95,2,195,0.9920809268951416
list,95,95,10,563,2.7866733074188232
list,95,95,10,452,2.2512638568878174
list,95,95,10,234,1.162930965423584
list,95,95,10,261,1.2945756912231445
list,95,95,10,573,2.8382179737091064
list,95,95,10,626,3.1323421001434326
list,95,95,10,397,1.9612390995025635
list,95,95,10,662,3.2709288597106934
list,95,95,10,529,2.624330997467041
list,95,95,10,371,1.838536024093628
list,95,95,10,297,1.491746187210083
list,95,95,10,513,2.5479469299316406
list,95,95,10,406,2.000762701034546
list,95,95,10,828,4.008903980255127
list,95,95,10,411,2.0421957969665527
list,95,95,10,463,2.2736380100250244
list,95,95,10,617,3.131408929824829
list,95,95,10,747,3.7026638984680176
list,95,95,10,417,2.086452007293701
list,95,95,10,1099,5.36144495010376
list,95,95,10,959,4.687287092208862
list,95,95,10,720,3.493600606918335
list,95,95,10,829,4.355541944503784
list,95,95,10,417,2.066014051437378
list,95,95,10,408,2.020753860473633
list,95,95,10,439,2.172574996948242
list,95,95,10,732,3.6084320545196533
list,95,95,10,462,2.2849299907684326
list,95,95,10,800,3.9264252185821533
list,95,95,10,497,2.4640800952911377
list,95,95,10,166,0.8354098796844482
list,95,95,10,466,2.330811023712158
list,95,95,10,461,2.3045170307159424
list,95,95,10,411,2.058281898498535
list,95,95,10,435,2.151002883911133
list,95,95,10,530,2.643176794052124
list,95,95,10,778,3.8433170318603516
list,95,95,10,1709,8.076412916183472
list,95,95,10,634,3.10990309715271
list,95,95,10,1013,4.889665126800537
list,95,95,10,731,3.5888140201568604
list,95,95,10,392,1.929171085357666
list,95,95,10,789,3.8260457515716553
list,95,95,10,337,1.6873881816864014
list,95,95,10,793,3.8942689895629883
list,95,95,10,419,2.0694448947906494
list,95,95,10,580,2.9265711307525635
list,95,95,10,493,2.47609281539917
list,95,95,10,386,1.9257380962371826
list,95,95,10,788,3.8165550231933594
list,95,95,100,673,3.289108991622925
list,95,95,100,711,3.4486160278320312
list,95,95,100,1240,5.911442995071411
list,95,95,100,653,3.25996994972229
list,95,95,100,548,2.696726083755493
list,95,95,100,727,3.590484857559204
list,95,95,100,638,3.1783981323242188
list,95,95,100,1048,5.058395147323608
list,95,95,100,537,2.623198986053467
list,95,95,100,727,3.561030149459839
list,95,95,100,309,1.5529940128326416
list,95,95,100,523,2.6288371086120605
list,95,95,100,601,2.973461151123047
list,95,95,100,348,1.7353427410125732
list,95,95,100,646,3.1479291915893555
list,95,95,100,434,2.156376838684082
list,95,95,100,754,3.6908187866210938
list,95,95,100,726,3.5876212120056152
list,95,95,100,761,3.7279062271118164
list,95,95,100,1510,7.197680234909058
list,95,95,100,436,2.17081880569458
list,95,95,100,305,1.5338878631591797
list,95,95,100,948,4.668845176696777
list,95,95,100,1258,6.042150259017944
list,95,95,100,605,2.982757091522217
list,95,95,100,530,2.6315720081329346
list,95,95,100,928,4.546196937561035
list,95,95,100,860,4.1977698802948
list,95,95,100,757,3.709812879562378
list,95,95,100,868,4.2745890617370605
list,95,95,100,1116,5.418470859527588
list,95,95,100,745,3.621335983276367
list,95,95,100,1500,7.14002799987793
list,95,95,100,613,3.107072114944458
list,95,95,100,345,1.7308437824249268
list,95,95,100,346,1.7261629104614258
list,95,95,100,489,2.444474220275879
list,95,95,100,1168,5.6342620849609375
list,95,95,100,467,2.2886221408843994
list,95,95,100,1032,5.022501230239868
list,95,95,100,417,2.0578389167785645
list,95,95,100,522,2.575756072998047
list,95,95,100,533,2.630044937133789
list,95,95,100,549,2.6750080585479736
list,95,95,100,642,3.1279711723327637
list,95,95,100,609,2.973944902420044
list,95,95,100,766,3.79042387008667
list,95,95,100,927,4.588136911392212
list,95,95,100,840,4.129777908325195
list,95,95,100,616,3.0803239345550537
list,115,115,2,299,2.2039809226989746
list,115,115,2,297,2.23966908454895
list,115,115,2,351,2.7441468238830566
list,115,115,2,225,1.6342909336090088
list,115,115,2,195,1.44197416305542
list,115,115,2,351,2.564984083175659
list,115,115,2,429,3.4506523609161377
list,115,115,2,295,2.157519817352295
list,115,115,2,274,1.9830729961395264
list,115,115,2,390,2.7398271560668945
list,115,115,2,477,3.540450096130371
list,115,115,2,289,2.1275928020477295
list,115,115,2,282,2.1199779510498047
list,115,115,2,258,1.9483110904693604
list,115,115,2,220,1.6091699600219727
list,115,115,2,273,1.9875738620758057
list,115,115,2,274,2.0219428539276123
list,115,115,2,310,2.3195090293884277
list,115,115,2,202,1.482008695602417
list,115,115,2,305,2.232527732849121
list,115,115,2,363,2.6533539295196533
list,115,115,2,497,3.727588176727295
list,115,115,2,283,2.0799357891082764
list,115,115,2,319,2.3540921211242676
list,115,115,2,220,1.6245009899139404
list,115,115,2,439,3.1640310287475586
list,115,115,2,306,2.245112180709839
list,115,115,2,255,1.8624398708343506
list,115,115,2,261,1.9189610481262207
list,115,115,2,273,2.0088210105895996
list,115,115,2,342,2.5040886402130127
list,115,115,2,494,3.585753917694092
list,115,115,2,242,1.8036649227142334
list,115,115,2,256,1.8677902221679688
list,115,115,2,275,2.0254170894622803
list,115,115,2,291,2.1460328102111816
list,115,115,2,493,3.581328868865967
list,115,115,2,219,1.60166597366333
list,115,115,2,299,2.2175281047821045
list,115,115,2,283,2.0750601291656494
list,115,115,2,226,1.6477839946746826
list,115,115,2,325,2.3932900428771973
list,115,115,2,443,3.2347917556762695
list,115,115,2,249,1.8155360221862793
list,115,115,2,373,2.7065207958221436
list,115,115,2,320,2.372926950454712
list,115,115,2,338,2.4569220542907715
list,115,115,2,377,2.806436061859131
list,115,115,2,427,3.135606050491333
list,115,115,2,286,2.3409290313720703
list,115,115,10,787,5.9139416217803955
list,115,115,10,719,5.265136957168579
list,115,115,10,780,5.760524034500122
list,115,115,10,390,2.8784677982330322
list,115,115,10,359,2.609571933746338
list,115,115,10,432,3.1295008659362793
list,115,115,10,646,4.6916282176971436
list,115,115,10,730,5.289436101913452
list,115,115,10,603,4.388193130493164
list,115,115,10,432,3.1390271186828613
list,115,115,10,505,3.696074962615967
list,115,115,10,948,6.8519606590271
list,115,115,10,619,4.523823022842407
list,115,115,10,367,2.7125298976898193
list,115,115,10,373,2.73549485206604
list,115,115,10,644,4.673341989517212
list,115,115,10,511,3.7197229862213135
list,115,115,10,520,3.7777140140533447
list,115,115,10,457,3.3617029190063477
list,115,115,10,761,5.515161991119385
list,115,115,10,446,3.2545900344848633
list,115,115,10,611,4.433169841766357
list,115,115,10,726,5.278017044067383
list,115,115,10,2748,18.65951418876648
list,115,115,10,650,4.682491302490234
list,115,115,10,609,4.476069927215576
list,115,115,10,350,2.5742030143737793
list,115,115,10,591,4.317123651504517
list,115,115,10,627,4.644972085952759
list,115,115,10,745,5.468979835510254
list,115,115,10,460,3.385066032409668
list,115,115,10,1225,8.794638872146606
list,115,115,10,766,5.560474872589111
list,115,115,10,394,2.847443103790283
list,115,115,10,651,4.743246793746948
list,115,115,10,387,2.852083921432495
list,115,115,10,833,6.038650989532471
list,115,115,10,446,3.275784969329834
list,115,115,10,574,4.221471071243286
list,115,115,10,627,4.633295059204102
list,115,115,10,520,3.796957015991211
list,115,115,10,242,1.7863738536834717
list,115,115,10,304,2.2325079441070557
list,115,115,10,676,4.925089120864868
list,115,115,10,388,2.836965799331665
list,115,115,10,671,4.842061996459961
list,115,115,10,383,2.7833850383758545
list,115,115,10,967,7.004012823104858
list,115,115,10,785,5.72579288482666
list,115,115,10,1266,9.072447061538696
list,115,115,100,1190,8.518728256225586
list,115,115,100,1129,8.132878065109253
list,115,115,100,730,5.2858357429504395
list,115,115,100,1972,13.82745099067688
list,115,115,100,639,4.650397062301636
list,115,115,100,588,4.231910943984985
list,115,115,100,2078,14.289805173873901
list,115,115,100,903,6.504405975341797
list,115,115,100,2074,14.46818995475769
list,115,115,100,1256,8.929423093795776
list,115,115,100,945,6.867539882659912
list,115,115,100,902,7.136636257171631
list,115,115,100,630,4.803105115890503
list,115,115,100,1104,8.462890863418579
list,115,115,100,844,6.358366012573242
list,115,115,100,923,6.747797012329102
list,115,115,100,1148,8.31998896598816
list,115,115,100,963,7.142470836639404
list,115,115,100,558,4.197149991989136
list,115,115,100,1479,10.656625986099243
list,115,115,100,2252,16.0513973236084
list,115,115,100,1724,12.389444828033447
list,115,115,100,702,5.286900997161865
list,115,115,100,730,5.340289115905762
list,115,115,100,963,7.187317132949829
list,115,115,100,1054,7.838425874710083
list,115,115,100,999,7.32189416885376
list,115,115,100,770,5.835070848464966
list,115,115,100,617,4.61271595954895
list,115,115,100,1314,9.587147951126099
list,115,115,100,1107,8.15919017791748
list,115,115,100,836,6.1916069984436035
list,115,115,100,1006,7.460130929946899
list,115,115,100,728,5.483216285705566
list,115,115,100,1909,13.788172006607056
list,115,115,100,1265,9.277395248413086
list,115,115,100,1063,7.767395734786987
list,115,115,100,765,5.6853110790252686
list,115,115,100,846,6.2980780601501465
